"MOD_NAME","ITM_NAME","DSCR","ITM_TYPE","FLD_LEN","DECML"
"FALLSSV_ONL","RESPONDENT_ID","SurveyMonkey unique response ID","NUMBER","18","0"
"FALLSSV_ONL","MOD_INSTANCE_ID","Instrument instance ID","NUMBER","18","0"
"FALLSSV_ONL","PATNO","Participant ID","NUMBER","18","0"
"FALLSSV_ONL","CREATED_AT","Time the response was created","TIMESTAMP",NA,NA
"FALLSSV_ONL","MODIFIED_AT","Time the response was modified","TIMESTAMP",NA,NA
"FALLSSV_ONL","","History of falls (surveillance)","",NA,NA
"FALLSSV_ONL","LOADED_AT","Time the record was ingested/updated in the data warehouse","TIMESTAMP",NA,NA
"FAMHXPD","","Family History","","",NA
"FAMHXPD","ANYFAMPD","Do you have any family history of Parkinson's Disease or Parkinsonism?","NUMBER","1",NA
"FAMHXPD","BIODAD","Biological Father","NUMBER","1","0"
"FAMHXPD","BIODADPD","Biological Father with PD or Parkinsonism","NUMBER","1",NA
"FAMHXPD","BIOMOM","Biological Mother","NUMBER","1","0"
"FAMHXPD","BIOMOMPD","Biological Mother with PD or Parkinsonism","NUMBER","1",NA
"FAMHXPD","CNO","Site Number","NUMBER","12","0"
"FAMHXPD","DISFAMPD","Do you have a more distant relative not listed above who has/had Parkinson's disease or Parkinsonism?","NUMBER","1",NA
"FAMHXPD","EVENT_ID","Visit ID","CHAR","3",NA
"FAMHXPD","FULBRO","Full Brothers","NUMBER","12","0"
"FAMHXPD","FULBROPD","Full Brothers with PD or Parkinsonism","NUMBER","12","0"
"FAMHXPD","FULSIB","Full Siblings","NUMBER","2","0"
"FAMHXPD","FULSIBPD","Full Siblings with PD","NUMBER","2","0"
"FAMHXPD","FULSIS","Full Sisters","NUMBER","12","0"
"FAMHXPD","FULSISPD","Full Sisters with PD or Parkinsonism","NUMBER","12","0"
"FAMHXPD","HAFSIB","Half Siblings","NUMBER","2","0"
"FAMHXPD","HAFSIBPD","Half Siblings with PD","NUMBER","2","0"
"FAMHXPD","INFODT","Assessment Date","DATE","",NA
"FAMHXPD","KIDSNUM","Children","NUMBER","12","0"
"FAMHXPD","KIDSPD","Children with PD or Parkinsonism","NUMBER","12","0"
"FAMHXPD","LAST_UPDATE","Date of most recent update to record","TIMESTAMP","",NA
"FAMHXPD","MAGFATHPD","Maternal Grandfather with PD or Parkinsonism","NUMBER","1",NA
"FAMHXPD","MAGMOTHPD","Maternal Grandmother with PD or Parkinsonism","NUMBER","1",NA
"FAMHXPD","MAGPAR","Maternal Grandparents","NUMBER","1","0"
"FAMHXPD","MAGPARPD","Maternal Grandparents with PD","NUMBER","1","0"
"FAMHXPD","MAHAFSIB","Maternal Half Siblings","NUMBER","12","0"
"FAMHXPD","MAHAFSIBPD","Maternal Half Siblings with PD or Parkinsonism","NUMBER","12","0"
"FAMHXPD","MATAU","Maternal Aunts and Uncles","NUMBER","12","0"
"FAMHXPD","MATAUPD","Maternal Aunts and Uncles with PD or Parkinsonism","NUMBER","12","0"
"FAMHXPD","MATCOUS","Maternal Cousins","NUMBER","12","0"
"FAMHXPD","MATCOUSPD","Maternal Cousins with PD or Parkinsonism","NUMBER","12","0"
"FAMHXPD","ORIG_ENTRY","Date of original data entry","DATE","",NA
"FAMHXPD","PAGFATHPD","Paternal Grandfather with PD or Parkinsonism","NUMBER","1",NA
"FAMHXPD","PAGMOTHPD","Paternal Grandmother with PD or Parkinsonism","NUMBER","1",NA
"FAMHXPD","PAGPAR","Paternal Grandparents","NUMBER","1","0"
"FAMHXPD","PAGPARPD","Paternal Grandparents with PD","NUMBER","1","0"
"FAMHXPD","PAG_NAME","Page Name","CHAR","12",NA
"FAMHXPD","PAHAFSIB","Paternal Half Siblings","NUMBER","12","0"
"FAMHXPD","PAHAFSIBPD","Paternal Half Siblings with PD or Parkinsonism","NUMBER","12","0"
"FAMHXPD","PATAU","Paternal Aunts and Uncles","NUMBER","12","0"
"FAMHXPD","PATAUPD","Paternal Aunts and Uncles with PD or Parkinsonism","NUMBER","12","0"
"FAMHXPD","PATCOUS","Paternal Cousins","NUMBER","12","0"
"FAMHXPD","PATCOUSPD","Paternal Cousins with PD or Parkinsonism","NUMBER","12","0"
"FAMHXPD","PATNO","Participant ID","NUMBER","18","0"
"FAMHXPD","QUERY","Any open/pending queries on this record","NUMBER","1",NA
"FAMHXPD","REC_ID","Record ID","CHAR","36",NA
"FAMILYHXPD_ONL","BIOMOMPD_OL","Has a Biological Mother with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","BIODADPD_OL","Has a Biological Father with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","MAGMOTHPD_OL","Has a Maternal Grandmother with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","MAGFATHPD_OL","Has a Maternal Grandfather with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","PAGMOTHPD_OL","Has a Paternal Grandmother with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","PAGFATHPD_OL","Has a Paternal Grandfather with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","HAS_FULSISPD_OL","Has a Full Brother with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","HAS_FULBROPD_OL","Has a Full sister with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","HAS_MAHAFSIBPD_OL","Has a Maternal Half Sibling with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","HAS_PAHAFSIBPD_OL","Has a Paternal Half Sibling with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","HAS_MATAUPD_OL","Has a Maternal Aunt or Uncle with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","HAS_PATAUPD_OL","Has a Paternal Aunt or Uncle with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","HAS_MATCOUSPD_OL","Has a Maternal Cousin with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","HAS_PATCOUSPD_OL","Has a Paternal Cousin with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","HAS_KIDSPD_OL","Has a Child with PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","FAMILYHXPD_NONE_OL","None of the above have PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","FAMILYHXPD_PNA_OL","Prefer not to answer which relatives have PD or Parkinsonism","NUMBER","1","0"
"FAMILYHXPD_ONL","FAMILYHXPD_SOURCE_OL","Primary Source of Information","NUMBER","1","0"
"FAMILYHXPD_ONL","ANYFAMPD_OL","Do you have any family history of Parkinson's Disease or Parkinsonism?","NUMBER","1","0"
"FAMILYHXPD_ONL","EVENT_ID","Visit ID","CHAR","4",NA
"FAMILYHXPD_ONL","RESPONSE_STATUS","Completeness of the survey response (complete or partial)","NUMBER","1","0"
"FAMILYHXPD_ONL","RESPONDENT_ID","SurveyMonkey unique response ID","NUMBER","18","0"
"FAMILYHXPD_ONL","MOD_INSTANCE_ID","Instrument instance ID","NUMBER","18","0"
"FAMILYHXPD_ONL","PATNO","Participant ID","NUMBER","18","0"
"FAMILYHXPD_ONL","CREATED_AT","Time the response was created","TIMESTAMP",NA,NA
"FAMILYHXPD_ONL","MODIFIED_AT","Time the response was modified","TIMESTAMP",NA,NA
"FAMILYHXPD_ONL","","Family History of Parkinsonâ€™s disease (1st degree relatives)","",NA,NA
"FAMILYHXPD_ONL","LOADED_AT","Time the record was ingested/updated in the data warehouse","TIMESTAMP",NA,NA
"FEATPD","","Features of Parkinsonism","","",NA
"FEATPD","CNO","Site Number","NUMBER","12","0"
"FEATPD","EVENT_ID","Visit ID","CHAR","3",NA
"FEATPD","FEATBRADY","Bradykinesia is present and typical for parkinsonism","NUMBER","12","0"
"FEATPD","FEATPOSINS","Postural disturbance is present and typical for parkinsonism","NUMBER","12","0"
"FEATPD","FEATRIGID","Rigidity is present and typical for parkinsonism","NUMBER","12","0"
"FEATPD","FEATTREMOR","Rest tremor is present and typical for parkinsonism","NUMBER","12","0"
"FEATPD","INFODT","Assessment Date","DATE","",NA
"FEATPD","LAST_UPDATE","Date of most recent update to record","TIMESTAMP","",NA
"FEATPD","ORIG_ENTRY","Date of original data entry","DATE","",NA
"FEATPD","PAG_NAME","Page Name","CHAR","12",NA
"FEATPD","PATNO","Participant ID","NUMBER","18","0"
"FEATPD","PSGLVL","Confidence abnormalities consistent with a neurodegenerative parkinsonian syndrome (PS)","NUMBER","12","0"
"FEATPD","QUERY","Any open/pending queries on this record","NUMBER","1",NA
"FEATPD","REC_ID","Record ID","CHAR","36",NA
"FOUND","FOCONSENTDT","Date signed consent form received","DATE","",NA
"FOUND","FOFOLLOWMO","Number of Months followed in FOUND","NUMBER","3","0"
"FOUND","FOFOLLOWST","FOUND follow-up status","NUMBER","2","0"
"FOUND","FOSTATUS","FOUND STATUS","NUMBER","2","0"
"FOUND","PATNO","PPMI Patient Number","CHAR","8",NA
"FOUND","","Patient Consent and followup visit data","","",NA
"FOUNDSRDX","EVENT_ID","Event Name","CHAR","20",NA
"FOUNDSRDX","FOPTRDX","Subject reported diagnosis","CHAR","200",NA
"FOUNDSRDX","FOPTRDXOTHER","Subject reported diagnosis - other specify","CHAR","500",NA
"FOUNDSRDX","PATNO","PPMI Patient Number","CHAR","8",NA
"FOUNDSRDX","SRDXDATE","Date self-reported diagnosis reported","DATE","",NA
"FOUNDSRDX","","Patient Self-reported diagnosis","","",NA
"GAIT","","Gait Data & Arm swing","","",NA
"GAIT","ASA_DT","ASA dual task walking (%)","NUMBER","18","15"
"GAIT","ASA_U","ASA base walking (%)","NUMBER","18","15"
"GAIT","ASYM _IND_U","Asymmetry index base walking (%)","NUMBER","18","15"
"GAIT","CAD_DT","Cadence dual task walking (step/min)","NUMBER","18","15"
"GAIT","CAD_U","Cadence base walking (step/min)","NUMBER","8","5"
"GAIT","CNO","Center number","CHAR","4","0"
"GAIT","COHORT","Cohort (1-asymptomatic relatives, 2-true controls, 3 PD)","NUMBER","1","0"
"GAIT","EVENT_ID","Event Name","CHAR","8",NA
"GAIT","INFODT","Event date","DATE","",NA
"GAIT","JERK_T_DT","Jerk dual task walking (m/sec^3)","NUMBER","18","15"
"GAIT","JERK_T_U","Jerk base walking (m/sec^3)","NUMBER","18","15"
"GAIT","LA_AMP_DT","Left arm amplitude dual task walking (deg)","NUMBER","18","15"
"GAIT","LA_AMP_U","Left arm amplitude base walking (deg)","NUMBER","18","15"
"GAIT","LA_STD_DT","Right arm variability dual task walking (%)","NUMBER","18","15"
"GAIT","LA_STD_U","Right arm variability base walking (%)","NUMBER","18","15"
"GAIT","L_JERK_DT","Jerk Left dual task walking (deg/sec^3)","NUMBER","18","15"
"GAIT","L_JERK_U","Jerk Left base walking (deg/sec^3)","NUMBER","18","15"
"GAIT","PATNO","Patient number","NUMBER","8","0"
"GAIT","RA_AMP_DT","Right arm amplitude dual task walking (deg)","NUMBER","18","15"
"GAIT","RA_AMP_U","Right arm amplitude base walking (deg)","NUMBER","18","15"
"GAIT","RA_STD_DT","Right arm variability dual task walking (%)","NUMBER","18","15"
"GAIT","RA_STD_U","Right arm variability base walking (%)","NUMBER","18","15"
"GAIT","R_JERK_DT","Jerk Right dual task walking (deg/sec^3)","NUMBER","18","15"
"GAIT","R_JERK_U","Jerk Right base walking (deg/sec^3)","NUMBER","18","15"
"GAIT","SP_U","Speed base walking (m/sec)","NUMBER","5","3"
"GAIT","SP__DT","Dual task speed walking (m/sec)","NUMBER","18","15"
"GAIT","STEP_REG_DT","Step Regularity dual task walking (g^2)","NUMBER","18","15"
"GAIT","STEP_REG_U","Step Regularity base walking (g^2)","NUMBER","18","15"
"GAIT","STEP_SYM_DT","Step Symmetry dual task walking","NUMBER","18","15"
"GAIT","STEP_SYM_U","Step Symmetry base walking","NUMBER","18","15"
"GAIT","STR_CV_DT","Stride CV dual task walking (%)","NUMBER","18","15"
"GAIT","STR_CV_U","Stride CV base walking (%)","NUMBER","18","15"
"GAIT","STR_T_DT","Average stride time dual task walking (sec)","NUMBER","18","15"
"GAIT","STR_T_U","Average stride time base walking (sec)","NUMBER","18","15"
"GAIT","SW_FREQ_CL","Centroidal frequency eyes close sway (HZ)","NUMBER","18","15"
"GAIT","SW_FREQ_OP","Centroidal frequency eyes open sway (HZ)","NUMBER","18","15"
"GAIT","SW_JERK_CL","Jerk eyes close sway (m/sec^3)","NUMBER","18","15"
"GAIT","SW_JERK_OP","Jerk eyes open sway (m/sec^3)","NUMBER","18","15"
"GAIT","SW_PATH_CL","Eyes close sway path (m/sec^2)","NUMBER","18","15"
"GAIT","SW_PATH_OP","Eyes open sway path (m/sec^2)","NUMBER","18","15"
"GAIT","SW_VEL_CL","Eyes close sway velocity (m/sec)","NUMBER","18","15"
"GAIT","SW_VEL_OP","Eyes open sway velocity (m/sec)","NUMBER","18","15"
"GAIT","SYM_DT","Arms symmetry dual task walking (%)","NUMBER","18","15"
"GAIT","SYM_U","Arms symmetry base walking (%)","NUMBER","18","15"
"GAIT","TRA_DT","Trunk Rotation Asymmetry dual task walking (%)","NUMBER","18","15"
"GAIT","TRA_U","Trunk Rotation Asymmetry base walking (%)","NUMBER","18","15"
"GAIT","TUG1_DUR","TUG1 duration (sec)","NUMBER","18","15"
"GAIT","TUG1_STEP_NUM","TUG1 number of step (#number)","NUMBER","3","0"
"GAIT","TUG1_STEP_REG","TUG1 Step regularity (g^2)","NUMBER","18","15"
"GAIT","TUG1_STEP_SYM","TUG1 step symmetry","NUMBER","18","15"
"GAIT","TUG1_STRAIGHT_DUR","TUG1 Average step duration during straight  walking (sec)","NUMBER","18","15"
"GAIT","TUG1_TURNS_DUR","TUG1 Average step duration during turns (sec)","NUMBER","18","15"
"GAIT","TUG2_DUR","TUG2 duration (sec)","NUMBER","18","15"
"GAIT","TUG2_STEP_NUM","TUG2 number of step (#number)","NUMBER","3","0"
"GAIT","TUG2_STEP_REG","TUG2 Step regularity (g^2)","NUMBER","18","15"
"GAIT","TUG2_STEP_SYM","TUG2 step symmetry","NUMBER","18","15"
"GAIT","TUG2_STRAIGHT_DUR","TUG2 Average step duration during straight  walking (sec)","NUMBER","18","15"
"GAIT","TUG2_TURNS_DUR","TUG2 Average step duration during turns (sec)","NUMBER","18","15"
"GAIT","T_AMP_DT","Average trunk amplitude dual task walking (deg)","NUMBER","18","15"
"GAIT","T_AMP_U","Average trunk amplitude base walking (deg)","NUMBER","18","15"
"GDSSHORT","","Geriatric Depression Scale (Short Version)","","",NA
"GDSSHORT","CNO","Site Number","NUMBER","12","0"
"GDSSHORT","EVENT_ID","Visit ID","CHAR","3",NA
"GDSSHORT","GDSAFRAD","Afraid something bad will happen to you?","NUMBER","1",NA
"GDSSHORT","GDSALIVE","Wonderful to be alive now?","NUMBER","1",NA
"GDSSHORT","GDSBETER","Most people are better off than you are?","NUMBER","1",NA
"GDSSHORT","GDSBORED","Often get bored?","NUMBER","1",NA
"GDSSHORT","GDSDROPD","Dropped many activities and interests?","NUMBER","1",NA
"GDSSHORT","GDSEMPTY","Feel that your life is empty?","NUMBER","1",NA
"GDSSHORT","GDSENRGY","Feel full of energy?","NUMBER","1",NA
"GDSSHORT","GDSGSPIR","In good spirits most of the time?","NUMBER","1",NA
"GDSSHORT","GDSHAPPY","Feel happy most of the time","NUMBER","1",NA
"GDSSHORT","GDSHLPLS","Often feel helpless?","NUMBER","1",NA
"GDSSHORT","GDSHOME","Prefer to stay at home?","NUMBER","1",NA
"GDSSHORT","GDSHOPLS","Feel that your situation is hopeless?","NUMBER","1",NA
"GDSSHORT","GDSMEMRY","More problems with memory than most?","NUMBER","1",NA
"GDSSHORT","GDSSATIS","Basically satisfied with your life?","NUMBER","1",NA
"GDSSHORT","GDSWRTLS","Feel pretty worthless the way you are?","NUMBER","1",NA
"GDSSHORT","INFODT","Assessment Date","DATE","",NA
"GDSSHORT","LAST_UPDATE","Date of most recent update to record","TIMESTAMP","",NA
"GDSSHORT","ORIG_ENTRY","Date of original data entry","DATE","",NA
"GDSSHORT","PAG_NAME","Page Name","CHAR","12",NA
"GDSSHORT","PATNO","Participant ID","NUMBER","18","0"
"GDSSHORT","QUERY","Any open/pending queries on this record","NUMBER","1",NA
"GDSSHORT","REC_ID","Record ID","CHAR","36",NA
"GDSSHORT_ONL","GDSSATIS_OL","Basically satisfied with your life?","NUMBER","1","0"
"GDSSHORT_ONL","GDSDROPD_OL","Dropped many activities and interests?","NUMBER","1","0"
"GDSSHORT_ONL","GDSEMPTY_OL","Feel that your life is empty?","NUMBER","1","0"
"GDSSHORT_ONL","GDSBORED_OL","Often get bored?","NUMBER","1","0"
"GDSSHORT_ONL","GDSGSPIR_OL","In good spirits most of the time?","NUMBER","1","0"
"GDSSHORT_ONL","GDSAFRAD_OL","Afraid something bad will happen to you?","NUMBER","1","0"
"GDSSHORT_ONL","GDSHAPPY_OL","Feel happy most of the time","NUMBER","1","0"
"GDSSHORT_ONL","GDSHLPLS_OL","Often feel helpless?","NUMBER","1","0"
"GDSSHORT_ONL","GDSHOME_OL","Prefer to stay at home?","NUMBER","1","0"
"GDSSHORT_ONL","GDSMEMRY_OL","More problems with memory than most?","NUMBER","1","0"
"GDSSHORT_ONL","GDSALIVE_OL","Wonderful to be alive now?","NUMBER","1","0"
"GDSSHORT_ONL","GDSWRTLS_OL","Feel pretty worthless the way you are?","NUMBER","1","0"
"GDSSHORT_ONL","GDSENRGY_OL","Feel full of energy?","NUMBER","1","0"
"GDSSHORT_ONL","GDSHOPLS_OL","Feel that your situation is hopeless?","NUMBER","1","0"
"GDSSHORT_ONL","GDSBETER_OL","Most people are better off than you are?","NUMBER","1","0"
"GDSSHORT_ONL","EVENT_ID","Visit ID","CHAR","4",NA
"GDSSHORT_ONL","RESPONSE_STATUS","Completeness of the survey response (complete or partial)","NUMBER","1","0"
"GDSSHORT_ONL","RESPONDENT_ID","SurveyMonkey unique response ID","NUMBER","18","0"
"GDSSHORT_ONL","MOD_INSTANCE_ID","Instrument instance ID","NUMBER","18","0"
"GDSSHORT_ONL","PATNO","Participant ID","NUMBER","18","0"
"GDSSHORT_ONL","CREATED_AT","Time the response was created","TIMESTAMP",NA,NA
"GDSSHORT_ONL","MODIFIED_AT","Time the response was modified","TIMESTAMP",NA,NA
"GDSSHORT_ONL","","Geriatric Depression Scale (Short Version)","",NA,NA
"GDSSHORT_ONL","LOADED_AT","Time the record was ingested/updated in the data warehouse","TIMESTAMP",NA,NA
"GENPHYEX","","General Physical Exam","","",NA
"GENPHYEX","ABNORM","Response","NUMBER","12","0"
"GENPHYEX","ABNORMCM","Comment","CHAR","",NA
"GENPHYEX","CNO","Site Number","NUMBER","12","0"
"GENPHYEX","EVENT_ID","Visit ID","CHAR","3",NA
"GENPHYEX","INFODT","Assessment Date","DATE","",NA
"GENPHYEX","LAST_UPDATE","Date of most recent update to record","TIMESTAMP","",NA
"GENPHYEX","ORIG_ENTRY","Date of original data entry","DATE","",NA
"GENPHYEX","PAG_NAME","Page Name","CHAR","12",NA
"GENPHYEX","PATNO","Participant ID","NUMBER","18","0"
"GENPHYEX","PECAT","Category","CHAR","",NA
"GENPHYEX","PESEQ","Number","NUMBER","12","0"
"GENPHYEX","QUERY","Any open/pending queries on this record","NUMBER","1",NA
"GENPHYEX","REC_ID","Record ID","CHAR","36",NA
"GMVOLUME","","Grey Matter volume extraction from MRI T1","CHAR","8",NA
"GMVOLUME","EVENT_ID","Event Name","CHAR","8",NA
"GMVOLUME","GM_VOLUME","Extracted grey matter volume in mm cubed","NUMBER","","0"
"GMVOLUME","IMAGEID","Image ID","NUMBER","8","0"
"GMVOLUME","MRIDATE","Date of MRI scan","DATE","",NA
"GMVOLUME","PATNO","Patient Number","CHAR","8",NA
"HEAD_ONL","","Head Injuries","",NA,NA
"HEAD_ONL","LOADED_AT","Time the record was ingested/updated in the data warehouse","TIMESTAMP",NA,NA
"HEAD_ONL","RESPONDENT_ID","SurveyMonkey unique response ID","NUMBER","18","0"
"HEAD_ONL","MOD_INSTANCE_ID","Instrument instance ID","NUMBER","18","0"
"HEAD_ONL","PATNO","Participant ID","NUMBER","18","0"
"HEAD_ONL","RESPONSE_STATUS","Completeness of the survey response (complete or partial)","NUMBER","1","0"
"HEAD_ONL","CREATED_AT","Time the response was created","TIMESTAMP",NA,NA
"HEAD_ONL","MODIFIED_AT","Time the response was modified","TIMESTAMP",NA,NA
"HEAD_ONL","EVENT_ID","Visit ID","CHAR","4",NA
"HEAD_ONL","HEAD_SOURCE_OL","Primary Source of Information","NUMBER","1","0"
"HEAD_ONL","HEAD_IN_LIFE_OL","Had head injury during life","NUMBER","1","0"
"HEAD_ONL","HEAD_TOTAL_OL","Total head injuries in life","NUMBER","3","0"
"HEAD_ONL","HEAD_FIRST_AGE_OL","Age of first head injury","NUMBER","3","0"
"HEAD_ONL","HEAD_RECENT_AGE_OL","Age of most recent head injury","NUMBER","3","0"
"HEAD_ONL","HEAD_SEVERE_AGE_OL","Age of most severe head injury","NUMBER","3","0"
"HEAD_ONL","HEAD_SEVERE_UNCONSCIOUS_OL","Lost consciousness from most severe head injury","NUMBER","1","0"
"HEAD_ONL","HEAD_SEVERE_TIME_OL","Time spent unconscious due to most severe head injury","NUMBER","1","0"
"HEAD_ONL","HEAD_SEVERE_FRACTURE_OL","Skull fracture from most severe head injury","NUMBER","1","0"
"HEAD_ONL","HEAD_SEVERE_SEIZURE_OL","Seizure from most severe head injury","NUMBER","1","0"
"HEAD_ONL","HEAD_SEVERE_AMNESIA_OL","Memory loss or amnesia from most severe head injury","NUMBER","1","0"
"HEAD_ONL","HEAD_SEVERE_HOSPITAL_OL","Hospitalized from most severe head injury","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","ANXIETY_DIAGNOSED_AGE_OL","Age of anxiety diagnosis","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","ANXIETY_TAKEN_MEDS_OL","Taken medication for anxiety","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","ANXIETY_CURR_PROB_OL","Anxiety is currently a problem","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","APPENDIX_REMOVED_AGE_OL","Age appendix was removed","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","BP_DIAGNOSED_AGE_OL","Age of Bipolar disorder diagnosis","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","BP_TAKEN_MEDS_OL","Taken medication for Bipolar disorder","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","BP_CURR_PROB_OL","Bipolar disorder is currently a problem","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","DIAG_AGE_AD_OL","Age diagnosed with Alzheimer's disease","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","DIAG_AGE_CBS_CBD_OL","Age diagnosed with corticobasal syndrome or degeneration","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","DIAG_AGE_DLB_OL","Age diagnosed with dementia or Lewy Bodies","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","DIAG_AGE_ESS_TREMOR_OL","Age diagnosed with essential tremor","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","DIAG_AGE_MSA_OL","Age diagnosed with multiple system atrophy","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","DIAG_AGE_PSP_OL","Age diagnosed with progressive supranuclear palsy","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","FS_DIAGNOSED_AGE_OL","Age of frozen shoulder diagnosis","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","PUD_DIAGNOSED_OL","Peptic ulcer disease diagnosis","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","PUD_DIAGNOSED_AGE_OL","Age of peptic ulcer disease diagnosis","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","GOUT_DIAGNOSED_AGE_OL","Age of gout diagnosis","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","IBD_DIAGNOSED_OL","Inflammatory bowel disease diagnosis","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","IBD_DIAGNOSED_AGE_OL","Age of inflammatory bowel disease diagnosis","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","IBD_DIAGNOSED_TYPE_OL","Type of inflammatory bowel disease diagnosis","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","HEP_DIAGNOSED_AGE_OL","Age of hepatitis diagnosis","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","CF_DIAGNOSED_OL","Chronic fatigue diagnosis","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","CF_DIAGNOSED_AGE_OL","Age of chronic fatigue diagnosis","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","MELANOMA_DIAGNOSED_AGE_OL","Age of melanoma diagnosis","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","SD_DIAGNOSED_OL","Seborrheic dermatitis diagnosis","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","SD_DIAGNOSED_AGE_OL","Age of seborrheic dermatitis diagnosis","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","OVARIES_REMOVED_AGE_OL","Age ovaries were removed","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","VAGOTOMY_PROC_AGE_OL","Age of vagotomy procedure","NUMBER","3","0"
"HEALTHHXANNUAL_ONL","HHANNUAL_SOURCE_OL","Primary Source of Information","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","DIAG_ESS_TREMOR_OL","Diagnosed with essential tremor","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","DIAG_DLB_OL","Diagnosed with dementia or Lewy Bodies","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","DIAG_PSP_OL","Diagnosed with progressive supranuclear palsy","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","DIAG_MSA_OL","Diagnosed with multiple system atrophy","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","DIAG_CBS_CBD_OL","Diagnosed with corticobasal syndrome or degeneration","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","DIAG_AD_OL","Diagnosed with Alzheimer's disease","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","DIAG_NONE_OL","Not diagnosed with any of the above conditions","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","DIAG_PNA_OL","Prefer not to answer diagnosis","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","ANXIETY_DIAGNOSED_OL","Anxiety diagnosis","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","BP_DIAGNOSED_OL","Bipolar disorder diagnosis","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","MELANOMA_DIAGNOSED_OL","Melanoma diagnosis","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","GOUT_DIAGNOSED_OL","Gout diagnosis","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","FS_DIAGNOSED_OL","Frozen shoulder diagnosis","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","HEP_DIAGNOSED_OL","Hepatitis diagnosis","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","APPENDIX_REMOVED_OL","Has had appendix removed","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","VAGOTOMY_PROC_OL","Has had a vagotomy procedure","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","OVARIES_REMOVED_OL","Has had ovaries removed","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","EVENT_ID","Visit ID","CHAR","4",NA
"HEALTHHXANNUAL_ONL","RESPONSE_STATUS","Completeness of the survey response (complete or partial)","NUMBER","1","0"
"HEALTHHXANNUAL_ONL","RESPONDENT_ID","SurveyMonkey unique response ID","NUMBER","18","0"
"HEALTHHXANNUAL_ONL","MOD_INSTANCE_ID","Instrument instance ID","NUMBER","18","0"
